record_date,power_consumption,dow,doy,day,month,year,season,1_m_mean,2_m_mean,1_m_std,2_m_std
2015-12-15,3315516,1,349,15,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-16,4269798,2,350,16,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-17,4316805,3,351,17,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-18,4348796,4,352,18,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-19,4117298,5,353,19,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-20,3969676,6,354,20,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-21,4170567,0,355,21,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-22,3869879,1,356,22,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-23,4167805,2,357,23,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-24,4320650,3,358,24,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-25,4294518,4,359,25,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-26,3874950,5,360,26,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-27,3905750,6,361,27,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-28,4105261,0,362,28,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-29,4255276,1,363,29,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-30,4170536,2,364,30,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2015-12-31,4020591,3,365,31,12,2015,1,3706663.0,3604099.0,260378.889146,353345.866247
2016-01-01,3232705,4,1,1,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-02,3400311,5,2,2,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-03,3641332,6,3,3,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-04,4010378,0,4,4,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-05,4114238,1,5,5,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-06,4228910,2,6,6,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-07,4271151,3,7,7,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-08,4064567,4,8,8,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-09,4063805,5,9,9,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-10,3631998,6,10,10,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-11,4219307,0,11,11,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-12,4335493,1,12,12,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-13,3567044,2,13,13,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-14,4188494,3,14,14,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-15,3459120,4,15,15,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-16,3825385,5,16,16,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-17,3356428,6,17,17,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-18,3964754,0,18,18,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-19,3967388,1,19,19,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-20,4014577,2,20,20,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-21,4179388,3,21,21,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-22,3869181,4,22,22,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-23,3857605,5,23,23,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-24,3418767,6,24,24,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-25,3577731,0,25,25,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-26,3529451,1,26,26,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-27,3796580,2,27,27,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-28,3828398,3,28,28,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-29,3817281,4,29,29,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-30,3585530,5,30,30,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-01-31,3474602,6,31,31,1,2016,1,4042159.0,3706663.0,221486.62942,260378.889146
2016-02-01,3577546,0,32,1,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-02,3400726,1,33,2,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-03,3164092,2,34,3,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-04,2985701,3,35,4,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-05,2769694,4,36,5,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-06,2651179,5,37,6,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-07,2400941,6,38,7,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-08,2328935,0,39,8,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-09,2367668,1,40,9,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-10,2360456,2,41,10,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-11,2390654,3,42,11,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-12,2456605,4,43,12,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-13,2519542,5,44,13,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-14,2629206,6,45,14,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-15,2932628,0,46,15,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-16,3138577,1,47,16,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-17,3211835,2,48,17,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-18,3327845,3,49,18,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-19,3534671,4,50,19,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-20,3457037,5,51,20,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-21,3353382,6,52,21,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-22,3740474,0,53,22,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-23,3752948,1,54,23,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-24,3817079,2,55,24,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-25,3821269,3,56,25,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-26,3778753,4,57,26,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-27,3621678,5,58,27,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-28,3427752,6,59,28,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-02-29,3830666,0,60,29,2,2016,1,3822319.0,4042159.0,308956.412484,221486.62942
2016-03-01,3990461,1,61,1,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-02,4052463,2,62,2,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-03,4077052,3,63,3,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-04,4047478,4,64,4,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-05,3862328,5,65,5,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-06,3680144,6,66,6,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-07,4082510,0,67,7,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-08,4128456,1,68,8,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-09,4266444,2,69,9,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-10,4034056,3,70,10,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-11,4187860,4,71,11,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-12,3971600,5,72,12,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-13,3671423,6,73,13,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-14,4040799,0,74,14,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-15,4126436,1,75,15,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-16,3999919,2,76,16,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-17,3960902,3,77,17,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-18,4028738,4,78,18,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-19,3890087,5,79,19,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-20,3590345,6,80,20,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-21,3903985,0,81,21,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-22,4615207,1,82,22,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-23,4049102,2,83,23,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-24,4080274,3,84,24,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-25,4024048,4,85,25,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-26,3911950,5,86,26,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-27,3684076,6,87,27,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-28,3969515,0,88,28,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-29,4026603,1,89,29,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-30,4007978,2,90,30,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-03-31,4019892,3,91,31,3,2016,2,3129294.0,3822319.0,533959.17601,308956.412484
2016-04-01,4003527,4,92,1,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-02,4017529,5,93,2,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-03,3732506,6,94,3,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-04,3216632,0,95,4,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-05,3710743,1,96,5,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-06,4068945,2,97,6,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-07,3995555,3,98,7,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-08,4036804,4,99,8,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-09,3995427,5,100,9,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-10,3713744,6,101,10,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-11,3902557,0,102,11,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-12,3994915,1,103,12,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-13,4030816,2,104,13,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-14,4053163,3,105,14,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-15,4044319,4,106,15,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-16,3962151,5,107,16,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-17,3720344,6,108,17,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-18,3830146,0,109,18,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-19,3853482,1,110,19,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-20,3601084,2,111,20,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-21,3938636,3,112,21,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-22,3975591,4,113,22,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-23,4130359,5,114,23,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-24,3779401,6,115,24,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-25,3992619,0,116,25,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-26,4096040,1,117,26,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-27,3938562,2,118,27,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-28,3950044,3,119,28,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-29,3956025,4,120,29,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-04-30,3675404,5,121,30,4,2016,2,3999423.0,3129294.0,189604.824762,533959.17601
2016-05-01,3127033,6,122,1,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-02,3471769,0,123,2,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-03,3686262,1,124,3,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-04,3904758,2,125,4,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-05,4076967,3,126,5,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-06,4110685,4,127,6,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-07,4001702,5,128,7,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-08,3626796,6,129,8,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-09,4004587,0,130,9,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-10,3977966,1,131,10,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-11,4015503,2,132,11,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-12,4132899,3,133,12,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-13,4108075,4,134,13,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-14,3989503,5,135,14,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-15,3756678,6,136,15,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-16,3952351,0,137,16,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-17,3949708,1,138,17,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-18,3901864,2,139,18,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-19,3913280,3,140,19,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-20,3963967,4,141,20,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-21,3890195,5,142,21,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-22,3640372,6,143,22,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-23,3969389,0,144,23,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-24,4043578,1,145,24,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-25,4096819,2,146,25,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-26,4219737,3,147,26,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-27,4113139,4,148,27,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-28,4009038,5,149,28,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-29,3789849,6,150,29,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-30,3872713,0,151,30,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-05-31,4014739,1,152,31,5,2016,3,3897235.0,3999423.0,189163.324574,189604.824762
2016-06-01,3988022,2,153,1,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-02,3968795,3,154,2,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-03,4041719,4,155,3,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-04,3874204,5,156,4,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-05,3692647,6,157,5,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-06,4008633,0,158,6,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-07,4162818,1,159,7,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-08,4055291,2,160,8,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-09,3548896,3,161,9,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-10,3762722,4,162,10,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-11,3902134,5,163,11,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-12,3974914,6,164,12,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-13,4169418,0,165,13,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-14,4264932,1,166,14,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-15,4334099,2,167,15,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-16,4163197,3,168,16,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-17,4301308,4,169,17,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-18,4234259,5,170,18,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-19,4047065,6,171,19,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-20,4155898,0,172,20,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-21,4371422,1,173,21,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-22,4418030,2,174,22,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-23,4536418,3,175,23,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-24,4447924,4,176,24,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-25,4087964,5,177,25,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-26,3885732,6,178,26,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-27,4128141,0,179,27,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-28,4207413,1,180,28,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-29,4747110,2,181,29,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-06-30,4905574,3,182,30,6,2016,3,3913932.0,3897235.0,220939.669175,189163.324574
2016-07-01,4335777,4,183,1,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-02,4079363,5,184,2,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-03,3840101,6,185,3,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-04,4071327,0,186,4,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-05,4161432,1,187,5,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-06,4104851,2,188,6,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-07,4498741,3,189,7,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-08,4554365,4,190,8,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-09,4333160,5,191,9,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-10,4074906,6,192,10,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-11,4441372,0,193,11,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-12,4525375,1,194,12,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-13,4481143,2,195,13,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-14,4538956,3,196,14,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-15,4634383,4,197,15,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-16,4220289,5,198,16,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-17,4107215,6,199,17,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-18,4550893,0,200,18,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-19,4677268,1,201,19,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-20,4772549,2,202,20,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-21,4750962,3,203,21,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-22,4754751,4,204,22,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-23,4637393,5,205,23,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-24,4311960,6,206,24,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-25,4809396,0,207,25,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-26,4852473,1,208,26,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-27,4737322,2,209,27,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-28,4790575,3,210,28,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-29,4788141,4,211,29,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-30,4514944,5,212,30,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-07-31,4259280,6,213,31,7,2016,3,4146223.0,3913932.0,290079.707293,220939.669175
2016-08-01,4627029,0,214,1,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-02,4618467,1,215,2,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-03,4490739,2,216,3,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-04,4367727,3,217,4,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-05,4253298,4,218,5,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-06,4023140,5,219,6,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-07,3663205,6,220,7,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-08,3689233,0,221,8,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-09,3679212,1,222,9,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-10,3994246,2,223,10,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-11,4061157,3,224,11,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-12,4127489,4,225,12,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-13,4043540,5,226,13,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-14,3744055,6,227,14,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-15,4222039,0,228,15,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-16,4603302,1,229,16,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-17,4200728,2,230,17,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-18,4454857,3,231,18,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-19,4517220,4,232,19,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-20,4141047,5,233,20,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-21,3873626,6,234,21,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-22,4285132,0,235,22,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-23,4200526,1,236,23,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-24,4151262,2,237,24,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-25,4194893,3,238,25,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-26,4018774,4,239,26,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-27,3610828,5,240,27,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-28,3446470,6,241,28,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-29,3681879,0,242,29,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-30,3607667,1,243,30,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-08-31,3664003,2,244,31,8,2016,3,4458408.0,4146223.0,276925.542329,290079.707293
2016-09-01,4627029,3,245,1,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-02,4618467,4,246,2,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-03,4490739,5,247,3,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-04,4367727,6,248,4,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-05,4253298,0,249,5,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-06,4023140,1,250,6,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-07,3663205,2,251,7,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-08,3689233,3,252,8,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-09,3679212,4,253,9,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-10,3994246,5,254,10,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-11,4061157,6,255,11,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-12,4127489,0,256,12,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-13,4043540,1,257,13,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-14,3744055,2,258,14,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-15,4222039,3,259,15,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-16,4603302,4,260,16,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-17,4200728,5,261,17,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-18,4454857,6,262,18,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-19,4517220,0,263,19,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-20,4141047,1,264,20,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-21,3873626,2,265,21,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-22,4285132,3,266,22,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-23,4200526,4,267,23,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-24,4151262,5,268,24,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-25,4194893,6,269,25,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-26,4018774,0,270,26,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-27,3610828,1,271,27,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-28,3446470,2,272,28,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
2016-09-29,3681879,3,273,29,9,2016,3,4072799.0,4458408.0,337880.572543,276925.542329
